  6.385378e-03   1.648420e-02   1.644701e-03
  6.841476e-03   1.468030e-02   8.137382e-04
  7.297574e-03   1.445604e-02   4.639379e-04
  7.753671e-03   1.511751e-02   3.379666e-04
  8.209769e-03   1.472255e-02   2.894749e-04
  8.665867e-03   1.490261e-02   2.411478e-04
  9.121964e-03   1.469157e-02   2.184931e-04
  9.578062e-03   1.465832e-02   2.030178e-04
  1.003416e-02   1.484963e-02   1.747104e-04
  1.049026e-02   1.480323e-02   1.637860e-04
  1.094635e-02   1.452802e-02   1.430184e-04
  1.140245e-02   1.487187e-02   1.304738e-04
  1.185855e-02   1.442696e-02   1.196896e-04
  1.231464e-02   1.454670e-02   1.112505e-04
  1.277074e-02   1.441974e-02   1.037772e-04
  1.322684e-02   1.442521e-02   1.000832e-04
  1.368293e-02   1.422820e-02   9.816121e-05
  1.413903e-02   1.420569e-02   9.475134e-05
  1.459512e-02   1.420724e-02   8.991061e-05
  1.505122e-02   1.413805e-02   8.928319e-05
  1.550731e-02   1.404746e-02   8.458925e-05
  1.596341e-02   1.405779e-02   8.454195e-05
  1.641950e-02   1.400936e-02   8.113245e-05
  1.687560e-02   1.367466e-02   7.937652e-05
  1.733169e-02   1.372390e-02   7.757698e-05
  1.778779e-02   1.367469e-02   7.592812e-05
  1.824388e-02   1.359872e-02   7.418999e-05
  1.869998e-02   1.378790e-02   7.185664e-05
  1.915607e-02   1.344104e-02   7.163549e-05
  1.961216e-02   1.359660e-02   7.041884e-05
  2.006826e-02   1.344910e-02   6.863377e-05
  2.052435e-02   1.330620e-02   6.754187e-05
  2.098044e-02   1.319127e-02   6.586982e-05
  2.143653e-02   1.318079e-02   6.556303e-05
  2.189263e-02   1.302134e-02   6.430304e-05
  2.234872e-02   1.303616e-02   6.222703e-05
  2.280481e-02   1.286097e-02   6.206706e-05
  2.326090e-02   1.290780e-02   6.160142e-05
  2.371699e-02   1.275959e-02   6.034487e-05
  2.417308e-02   1.264338e-02   5.898588e-05
  2.462917e-02   1.253054e-02   5.846753e-05
  2.508526e-02   1.238980e-02   5.780437e-05
  2.554135e-02   1.233555e-02   5.673795e-05
  2.599744e-02   1.226568e-02   5.637954e-05
  2.645353e-02   1.214508e-02   5.643600e-05
  2.690962e-02   1.215607e-02   5.665164e-05
  2.736571e-02   1.201065e-02   5.740912e-05
  2.782180e-02   1.183248e-02   5.664873e-05
  2.827788e-02   1.196512e-02   5.670261e-05
  2.873397e-02   1.179798e-02   5.660104e-05
  2.919006e-02   1.177458e-02   5.670997e-05
  2.964614e-02   1.164082e-02   5.575986e-05
  3.010223e-02   1.141990e-02   5.549475e-05
  3.055832e-02   1.137265e-02   5.505880e-05
  3.101440e-02   1.133394e-02   5.532418e-05
  3.147049e-02   1.111781e-02   5.497516e-05
  3.192657e-02   1.107953e-02   5.381766e-05
  3.238266e-02   1.091940e-02   5.380415e-05
  3.283874e-02   1.084297e-02   5.374708e-05
  3.329482e-02   1.079462e-02   5.333082e-05
  3.375091e-02   1.064294e-02   5.276482e-05
  3.420699e-02   1.065690e-02   5.252108e-05
  3.466307e-02   1.042866e-02   5.248966e-05
  3.511915e-02   1.043460e-02   5.178510e-05
  3.557523e-02   1.025928e-02   5.113266e-05
  3.603131e-02   1.019497e-02   5.123347e-05
  3.648740e-02   1.019795e-02   5.076294e-05
  3.694348e-02   1.004876e-02   5.091156e-05
  3.739955e-02   9.911922e-03   4.991406e-05
  3.785563e-02   9.845453e-03   4.957956e-05
  3.831171e-02   9.729792e-03   4.918996e-05
  3.876779e-02   9.672991e-03   4.936778e-05
  3.922387e-02   9.629538e-03   4.915313e-05
  3.967994e-02   9.411778e-03   4.782824e-05
  4.013602e-02   9.403964e-03   4.860917e-05
  4.059210e-02   9.254882e-03   4.759177e-05
  4.104817e-02   9.216003e-03   4.759547e-05
  4.150425e-02   9.108962e-03   4.668081e-05
  4.196032e-02   9.087582e-03   4.668901e-05
  4.241640e-02   8.971740e-03   4.706492e-05
  4.287247e-02   8.697814e-03   4.605480e-05
  4.332854e-02   8.745318e-03   4.576146e-05
  4.378461e-02   8.628287e-03   4.530273e-05
  4.424069e-02   8.439868e-03   4.508201e-05
  4.469676e-02   8.481511e-03   4.518353e-05
  4.515283e-02   8.309606e-03   4.480244e-05
  4.560890e-02   8.189051e-03   4.396103e-05
  4.606497e-02   8.137154e-03   4.411306e-05
  4.652104e-02   8.075471e-03   4.357391e-05
  4.697710e-02   8.049375e-03   4.384796e-05
  4.743317e-02   7.896042e-03   4.284803e-05
  4.788924e-02   7.837587e-03   4.296620e-05
  4.834531e-02   7.670917e-03   4.272133e-05
  4.880137e-02   7.587690e-03   4.237878e-05
  4.925744e-02   7.680825e-03   4.186162e-05
  4.971350e-02   7.487905e-03   4.154143e-05
  5.016957e-02   7.300528e-03   4.159179e-05
  5.062563e-02   7.306055e-03   4.141821e-05
  5.108169e-02   7.275339e-03   4.108211e-05
  5.153775e-02   7.102439e-03   4.055174e-05
  5.199381e-02   6.998711e-03   4.040030e-05
  5.244988e-02   7.008440e-03   4.031620e-05
  5.290594e-02   7.012353e-03   4.027003e-05
  5.336199e-02   6.760192e-03   3.946992e-05
  5.381805e-02   6.741050e-03   3.951145e-05
  5.427411e-02   6.654974e-03   3.933932e-05
  5.473017e-02   6.572843e-03   3.896168e-05
  5.518623e-02   6.457028e-03   3.835932e-05
  5.564228e-02   6.431330e-03   3.856665e-05
  5.609834e-02   6.248210e-03   3.804506e-05
  5.655439e-02   6.345940e-03   3.836815e-05
  5.701045e-02   6.150051e-03   3.799464e-05
  5.746650e-02   6.051436e-03   3.888977e-05
  5.792255e-02   5.973537e-03   3.938843e-05
  5.837860e-02   5.967779e-03   3.936945e-05
  5.883465e-02   5.876089e-03   3.977192e-05
  5.929070e-02   5.829757e-03   3.879688e-05
  5.974675e-02   5.748117e-03   3.842750e-05
