8.209769999999999915e-03 1.472249999999999948e-02 2.894749999999999754e-04 1.486294333231500536e-02
8.665870000000000864e-03 1.490260000000000022e-02 2.411480000000000025e-04 1.482749307721924377e-02
9.121960000000000138e-03 1.469160000000000084e-02 2.184929999999999967e-04 1.479023560935640615e-02
9.578059999999999352e-03 1.465830000000000084e-02 2.030179999999999864e-04 1.475118701913444644e-02
1.003420000000000006e-02 1.484959999999999926e-02 1.747100000000000129e-04 1.471036437031316042e-02
1.049029999999999928e-02 1.480320000000000073e-02 1.637859999999999934e-04 1.466778484245819664e-02
1.094640000000000023e-02 1.452799999999999925e-02 1.430179999999999917e-04 1.462347105868614522e-02
1.140240000000000004e-02 1.487190000000000040e-02 1.304739999999999980e-04 1.457744204688300738e-02
1.185860000000000039e-02 1.442700000000000059e-02 1.196900000000000009e-04 1.452972087289871629e-02
1.231460000000000020e-02 1.454669999999999921e-02 1.112509999999999958e-04 1.448033040989502897e-02
1.277069999999999941e-02 1.441970000000000057e-02 1.037770000000000061e-04 1.442929154404184316e-02
1.322680000000000036e-02 1.442519999999999913e-02 1.000829999999999971e-04 1.437662782428246987e-02
1.368289999999999958e-02 1.422819999999999988e-02 9.816119999999999794e-05 1.432236379201866881e-02
1.413900000000000053e-02 1.420569999999999992e-02 9.475129999999999523e-05 1.426652083985721457e-02
1.459509999999999974e-02 1.420719999999999969e-02 8.991059999999999938e-05 1.420912687881330412e-02
1.505120000000000069e-02 1.413799999999999953e-02 8.928320000000000603e-05 1.415020447790659754e-02
1.550729999999999990e-02 1.404749999999999922e-02 8.458929999999999325e-05 1.408978154266680299e-02
1.596339999999999912e-02 1.405780000000000050e-02 8.454200000000000473e-05 1.402788217322527113e-02
1.641950000000000007e-02 1.400939999999999998e-02 8.113239999999999591e-05 1.396453602377835043e-02
1.687560000000000102e-02 1.367469999999999970e-02 7.937650000000000142e-05 1.389976833289787925e-02
1.733169999999999850e-02 1.372390000000000068e-02 7.757700000000000620e-05 1.383360954633543541e-02
1.778779999999999945e-02 1.367469999999999970e-02 7.592810000000000238e-05 1.376608634462258077e-02
1.824390000000000039e-02 1.359870000000000002e-02 7.419000000000000627e-05 1.369723017906467402e-02
1.870000000000000134e-02 1.378790000000000050e-02 7.185659999999999910e-05 1.362706702629418176e-02
1.915609999999999882e-02 1.344099999999999982e-02 7.163549999999999540e-05 1.355563064726560303e-02
1.961219999999999977e-02 1.359660000000000035e-02 7.041880000000000416e-05 1.348294873515762556e-02
2.006830000000000072e-02 1.344910000000000029e-02 6.863379999999999329e-05 1.340905034332582138e-02
2.052440000000000167e-02 1.330620000000000067e-02 6.754190000000000465e-05 1.333396986787181542e-02
2.098039999999999974e-02 1.319129999999999955e-02 6.586980000000000417e-05 1.325773674911527415e-02
2.143650000000000069e-02 1.318079999999999946e-02 6.556299999999999552e-05 1.318038214027052527e-02
2.189260000000000164e-02 1.302129999999999954e-02 6.430299999999999742e-05 1.310193537581015588e-02
2.234869999999999912e-02 1.303619999999999952e-02 6.222699999999999900e-05 1.302243292998344834e-02
2.280480000000000007e-02 1.286099999999999917e-02 6.206709999999999398e-05 1.294190450911066222e-02
2.326090000000000102e-02 1.290780000000000052e-02 6.160139999999999605e-05 1.286038208666398508e-02
