8.209769999999999915e-03 1.472249999999999948e-02 2.894749999999999754e-04 1.490371719336896182e-02
8.665870000000000864e-03 1.490260000000000022e-02 2.411480000000000025e-04 1.486686709857391875e-02
9.121960000000000138e-03 1.469160000000000084e-02 2.184929999999999967e-04 1.482814880561576960e-02
9.578059999999999352e-03 1.465830000000000084e-02 2.030179999999999864e-04 1.478757960415386617e-02
1.003420000000000006e-02 1.484959999999999926e-02 1.747100000000000129e-04 1.474517977398962822e-02
1.049029999999999928e-02 1.480320000000000073e-02 1.637859999999999934e-04 1.470096814270348273e-02
1.094640000000000023e-02 1.452799999999999925e-02 1.430179999999999917e-04 1.465497103911242611e-02
1.140240000000000004e-02 1.487190000000000040e-02 1.304739999999999980e-04 1.460720993012731318e-02
1.185860000000000039e-02 1.442700000000000059e-02 1.196900000000000009e-04 1.455771116507561559e-02
1.231460000000000020e-02 1.454669999999999921e-02 1.112509999999999958e-04 1.450650028265366119e-02
1.277069999999999941e-02 1.441970000000000057e-02 1.037770000000000061e-04 1.445360087672429086e-02
1.322680000000000036e-02 1.442519999999999913e-02 1.000829999999999971e-04 1.439903873274009198e-02
1.368289999999999958e-02 1.422819999999999988e-02 9.816119999999999794e-05 1.434284134320541401e-02
1.413900000000000053e-02 1.420569999999999992e-02 9.475129999999999523e-05 1.428503216063417049e-02
1.459509999999999974e-02 1.420719999999999969e-02 8.991059999999999938e-05 1.422564292854941632e-02
1.505120000000000069e-02 1.413799999999999953e-02 8.928320000000000603e-05 1.416469941043345220e-02
1.550729999999999990e-02 1.404749999999999922e-02 8.458929999999999325e-05 1.410223221725374725e-02
1.596339999999999912e-02 1.405780000000000050e-02 8.454200000000000473e-05 1.403826885521519512e-02
1.641950000000000007e-02 1.400939999999999998e-02 8.113239999999999591e-05 1.397284243460960446e-02
1.687560000000000102e-02 1.367469999999999970e-02 7.937650000000000142e-05 1.390598094913592618e-02
1.733169999999999850e-02 1.372390000000000068e-02 7.757700000000000620e-05 1.383771821389229682e-02
1.778779999999999945e-02 1.367469999999999970e-02 7.592810000000000238e-05 1.376808365579948457e-02
1.824390000000000039e-02 1.359870000000000002e-02 7.419000000000000627e-05 1.369711260240394184e-02
1.870000000000000134e-02 1.378790000000000050e-02 7.185659999999999910e-05 1.362483329443703317e-02
1.915609999999999882e-02 1.344099999999999982e-02 7.163549999999999540e-05 1.355128301299193816e-02
1.961219999999999977e-02 1.359660000000000035e-02 7.041880000000000416e-05 1.347649278294083680e-02
2.006830000000000072e-02 1.344910000000000029e-02 6.863379999999999329e-05 1.340049449569884372e-02
